"Gen","ID","Fitness"
"1",1,"ID01",0.2423403503
"2",1,"ID01",0.6303876833
"3",1,"ID01",0.3410711477
"4",1,"ID01",0.1871583283
"5",1,"ID01",0.3620618774
"6",1,"ID01",0.2699296335
"7",1,"ID01",0.6326101442
"8",1,"ID01",0.3381238971
"9",1,"ID01",0.2598392251
"10",1,"ID01",0.5722076079
"11",1,"ID01",0.1476110527
"12",1,"ID01",0.2367669209
"13",1,"ID01",0.1897016753
"14",1,"ID01",0.4710412705
"15",1,"ID01",0.2358525257
"16",1,"ID01",0.0591847855
"17",1,"ID01",0.2011900729
"18",1,"ID01",0.3983641623
"19",1,"ID01",0.3386141184
"20",1,"ID01",0.1981199845
"21",1,"ID01",0.2625001849
"22",1,"ID01",0.4226174209
"23",1,"ID01",0.2304410616
"24",1,"ID01",0.4837558502
"25",1,"ID01",0.3284737978
"26",1,"ID01",0.5758974548
"27",1,"ID01",0.4935636143
"28",1,"ID01",0.2917492723
"29",1,"ID01",0.2119497109
"30",1,"ID01",0.2614899265
"31",1,"ID01",0.3065868582
"32",1,"ID01",0.0937664027
"33",1,"ID01",0.2372114763
"34",1,"ID01",0.3987545414
"35",1,"ID01",0.3599026147
"36",1,"ID01",0.2848697365
"37",1,"ID01",0.2755734291
"38",1,"ID01",0.1330289658
"39",1,"ID01",0.2419013374
"40",1,"ID01",0.210716045
"41",1,"ID01",0.2606937925
"42",1,"ID01",0.5391815024
"43",1,"ID01",0.2460005611
"44",1,"ID01",0.355860947
"45",1,"ID01",0.2410339259
"46",1,"ID01",0.3902501938
"47",1,"ID01",0.3121754039
"48",1,"ID01",0.324239313
"49",1,"ID01",0.1724570932
"50",1,"ID01",0.374415284
"51",1,"ID01",0.3234933664
"52",1,"ID01",0.3992401466
"53",1,"ID01",0.4596286847
"54",1,"ID01",0.2938981003
"55",1,"ID01",0.2689583687
"56",1,"ID01",0.2817455123
"57",1,"ID01",0.5192833979
"58",1,"ID01",0.255907742
"59",1,"ID01",0.3793227461
"60",1,"ID01",0.5386296796
"61",1,"ID01",0.174348653
"62",1,"ID01",0.4144292498
"63",1,"ID01",0.2088721268
"64",1,"ID01",0.6172326697
"65",1,"ID01",0.500082755
"66",1,"ID01",0.3023597915
"67",1,"ID01",0.257302001
"68",1,"ID01",0.2271494622
"69",1,"ID01",0.2715991692
"70",1,"ID01",0.1581050205
"71",1,"ID01",0.5454538352
"72",1,"ID01",0.0688072377
"73",1,"ID01",0.1884441084
"74",1,"ID01",0.6017868846
"75",1,"ID01",0.6480958673
"76",1,"ID01",0.2129117619
"77",1,"ID01",0.209511566
"78",1,"ID01",0.3272223756
"79",1,"ID01",0.2681952277
"80",1,"ID01",0.3579661395
"81",1,"ID01",0.3854435277
"82",1,"ID01",0.2148005927
"83",1,"ID01",0.2881281021
"84",1,"ID01",0.2664993648
"85",1,"ID01",0.1888457566
"86",1,"ID01",0.1032727506
"87",1,"ID01",0.3242158772
"88",1,"ID01",0.2416210341
"89",1,"ID01",0.2351650389
"90",1,"ID01",0.2788391497
"91",1,"ID01",0.2533737838
"92",1,"ID01",0.5469152468
"93",1,"ID01",0.2920095449
"94",1,"ID01",0.4521921674
"95",1,"ID01",0.2125964709
"96",1,"ID01",0.161425918
"97",1,"ID02",0.8235380171
"98",1,"ID02",1.2424608179
"99",1,"ID02",0.8397513012
"100",1,"ID02",0.852526038
"101",1,"ID02",1.3885657448
"102",1,"ID02",1.0132543797
"103",1,"ID02",0.8651409363
"104",1,"ID02",1.246310741
"105",1,"ID02",0.9012035168
"106",1,"ID02",0.8068899147
"107",1,"ID02",1.0216400355
"108",1,"ID02",0.9186740479
"109",1,"ID02",0.8143804829
"110",1,"ID02",0.8075410078
"111",1,"ID02",0.936988394
"112",1,"ID02",0.9448474596
"113",1,"ID02",0.8805118217
"114",1,"ID02",0.9366184902
"115",1,"ID02",1.3619071017
"116",1,"ID02",0.8190402263
"117",1,"ID02",0.8206833528
"118",1,"ID02",0.8709881641
"119",1,"ID02",0.8439981502
"120",1,"ID02",0.8790570384
"121",1,"ID02",1.1185543787
"122",1,"ID02",1.3867684052
"123",1,"ID02",0.8666525055
"124",1,"ID02",1.1079098251
"125",1,"ID02",1.5009588197
"126",1,"ID02",0.9042447672
"127",1,"ID02",0.7776598593
"128",1,"ID02",0.8763060962
"129",1,"ID02",0.8400428537
"130",1,"ID02",0.8442716909
"131",1,"ID02",0.9630238214
"132",1,"ID02",0.9258027443
"133",1,"ID02",0.8884827265
"134",1,"ID02",1.2907000836
"135",1,"ID02",0.9120779796
"136",1,"ID02",0.8305994567
"137",1,"ID02",0.8543954601
"138",1,"ID02",0.8220605887
"139",1,"ID02",0.966443552
"140",1,"ID02",1.1591949708
"141",1,"ID02",0.8596285151
"142",1,"ID02",1.5533314612
"143",1,"ID02",1.160650288
"144",1,"ID02",1.5423248592
"145",1,"ID02",0.8098698182
"146",1,"ID02",0.8891204885
"147",1,"ID02",1.1815275584
"148",1,"ID02",0.8462594523
"149",1,"ID02",0.9247808852
"150",1,"ID02",1.5042012763
"151",1,"ID02",0.9218476376
"152",1,"ID02",0.9638735308
"153",1,"ID02",0.9569762521
"154",1,"ID02",0.8007374883
"155",1,"ID02",0.9395256156
"156",1,"ID02",0.9538923337
"157",1,"ID02",1.2736081699
"158",1,"ID02",0.9976532524
"159",1,"ID02",1.1912671822
"160",1,"ID02",1.3192709346
"161",1,"ID02",1.1820506755
"162",1,"ID02",0.9281245218
"163",1,"ID02",0.7981398661
"164",1,"ID02",1.0540542663
"165",1,"ID02",1.0546443655
"166",1,"ID02",1.4763235881
"167",1,"ID02",0.7892902614
"168",1,"ID02",1.0694491869
"169",1,"ID02",1.467578354
"170",1,"ID02",1.362116212
"171",1,"ID02",0.7946595792
"172",1,"ID02",1.052240953
"173",1,"ID02",0.866976416
"174",1,"ID02",0.8511286052
"175",1,"ID02",0.9492087617
"176",1,"ID02",0.8703898623
"177",1,"ID02",0.8606057696
"178",1,"ID02",0.738138541
"179",1,"ID02",1.4591947358
"180",1,"ID02",0.6783787692
"181",1,"ID02",0.8637582241
"182",1,"ID02",1.5482692905
"183",1,"ID02",1.1366698967
"184",1,"ID02",1.3809137239
"185",1,"ID02",1.0298252875
"186",1,"ID02",1.5191847073
"187",1,"ID02",0.7778816946
"188",1,"ID02",0.9555601094
