8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,9590,8490,8490,8490,9000,8490,8490,8490,8490,8510,8490,8490,8490,8490,10780,8490,8490,8490,8490,9800,8490,8490,8490,8880,8490,8490,8490,8490,8490,8490,8490,8490,10260,9740,8490,8490,8490,8490,8490,9060,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8710,8490,8490,8490,8490,8490,8490
8540,8540,8540,8540,8540,9070,8540,8540,8540,8540,8540,9550,8540,8540,8540,8540,8540,8540,8850,8540,9520,8540,8820,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,12410,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,9550,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540
8910,8910,8910,8910,8910,8910,8910,9690,9060,8910,9120,8910,8910,8910,8910,8910,9180,8910,10910,8910,8910,8910,8910,8910,8910,8910,8910,8910,8910,8910,8910,8910,8910,8910,8910,8910,8910,8910,8910,8910,8910,8910,8910,8910,8910,8910,8910,9920,8910,9340,9660,8910,8910,8910,8910,8910,8910,9530,8910,8910,8910,8910,8910,8910,9390,8910,8910,8910,8910,9100,8910,8910,8910,8910,8910,8910,8910,8910,8910,8910,8910,8910,8910,8910,8910,8910,8910,8910,8910,8910,8910,8910,8910,10140,10080,8910,8910,8910,8910,8910
9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9420,9110,9110,9110,9110,9110,9110,9810,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9460,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9580,9110,9110,11100,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110,9110
9340,9340,9340,9340,9340,9340,9340,9340,9340,9340,9340,9340,9340,9340,9340,9340,9340,9530,9340,9340,9340,9340,9340,9340,9340,9920,9340,9340,9340,9340,9340,9340,9340,9340,9490,9340,9340,9340,9340,9340,9340,9340,10390,9340,9340,9340,9340,9340,9340,9340,9340,9340,9340,10080,9340,9340,9340,9340,9340,9340,9340,9340,9340,9340,10550,9340,9340,9340,9340,9340,9340,9340,9340,9340,9340,9340,9340,9340,9340,9340,9340,9340,9340,9340,9340,9340,9340,9340,9340,9340,9340,9340,9340,9340,9340,9340,9340,9340,9340,9340
8490,8490,8490,8490,9310,8490,8490,9190,8660,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,10540,8490,8550,8490,8490,8490,8490,8490,8490,8740,8490,9140,8490,8490,8490,8490,8490,9600,8490,8490,8490,8490,8490,8490,8490,8540,8490,8490,8490,8490,8490,8490,8490,8550,8490,8490,8490,8750,8490,8490,8490,8490,9550,8490,8490,10430,8490,8490,8490,8490,9460,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,10040,8490,10890,8490,8490,8490
8580,8580,8580,8580,8580,12000,8580,8580,8580,8580,8580,8960,11200,8580,8580,8580,8580,8580,8790,8580,8580,8580,10730,8580,8580,8580,8580,8580,8580,8580,8580,8580,8580,10820,8580,8580,8580,8580,8580,8580,8580,8580,8580,8720,8580,8580,8580,8580,8580,8580,8580,8580,8580,8580,10150,11690,8580,8580,8580,9570,8580,8580,8580,8580,8580,8580,8580,9700,8580,8580,8580,8580,8580,8580,8580,8580,8580,8580,8600,8580,8580,8580,8580,8580,8580,8580,8580,8580,8580,8580,8580,8580,8580,8580,8580,8580,8580,8580,10030,8580
8550,8490,8490,8490,8490,9340,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,9620,8490,8490,8490,8500,10040,8490,8490,8490,8490,10750,8490,8490,8490,8490,8490,8490,8490,10170,8490,8490,8490,8490,8490,8830,11860,8490,8490,9020,8490,10040,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8620,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8560,8490,8490,8490,10830,8490,8490,8490,8490,8490,8490,8490,8490,8490,9960
8540,8540,8770,8540,8540,8540,8540,8540,8540,8640,8540,8540,8540,8540,9160,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8750,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8700,8540,8540,8540,8540,8540,8540,8540,8540,9970,8540,10940,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,9280,8540,8540,8540,8660,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540,8540
8490,8490,10500,8490,8490,8490,8490,8490,8490,8490,8790,8490,8490,9350,8490,8490,8490,8490,8490,8490,8490,8490,8490,8900,8490,8490,8860,8490,8490,8490,8490,8490,8490,8900,8490,8490,8490,8490,8490,8490,9030,8490,8490,8490,8490,8490,8490,8490,9350,8490,8920,8830,8490,8490,8490,8490,8490,8490,8490,8490,8490,8940,9630,10340,8720,8490,8490,8490,8490,8490,8490,8490,8490,8940,8490,8490,8490,8490,8490,9840,8490,9900,9750,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,9030,10500,9120,8490,8490
