14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210,14210
10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,11260,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900
10250,10250,9940,10250,9940,9940,10250,11840,9940,9940,9940,9940,10250,11840,9940,11840,10250,10250,11840,9940,10250,11840,10250,11840,11840,10250,10250,9940,11840,10250,10250,9940,9940,11840,10250,10250,9940,9940,9940,10250,9940,11840,9940,9940,11840,9940,11840,10250,11840,11840,10250,9940,11840,9940,9940,9940,9940,9940,11840,10250,11840,9940,9940,9940,9940,9940,10250,9940,11600,9940,10250,11840,11840,10330,10250,10250,9940,9940,9940,9940,11840,9940,9940,9940,9940,9940,10250,10250,10250,10250,10250,11840,10250,9940,10250,9940,9940,9940,10250,9940
12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780
10470,10110,10110,10470,11110,11110,11420,11040,11110,11110,11110,11110,11040,11040,10110,11040,11420,11110,11110,11040,11110,10470,11040,11040,10470,11040,11110,11420,11040,11110,11040,11110,11110,11040,11040,11110,11110,10110,11110,11110,11040,10470,11420,11110,10110,11040,11110,11110,11110,11420,10110,10110,11110,11040,10110,11110,11110,11420,11420,10470,10470,11110,10110,10470,10110,11110,10470,11040,10470,11040,11110,11110,11110,11040,11420,11040,11420,11110,11040,11110,11420,10470,10110,11040,10470,11420,11110,10470,11110,11420,10470,10110,10470,11110,10110,11040,11110,11110,11110,11420
11240,11240,11240,11180,11240,11240,11240,11240,11180,11240,11240,11240,11240,11240,11240,11240,11240,11240,11240,11240,11240,11240,11240,11180,11240,11240,11240,11240,11180,11240,11240,11240,11180,11180,11240,11240,11240,11240,11240,11240,11240,11240,11180,11240,11240,11240,11180,11240,11240,11240,11180,11240,11240,11240,11240,11240,11240,11240,11180,11240,11180,11180,11180,11180,11240,11240,11240,11240,11180,11240,11180,11240,11180,11240,11240,11240,11240,11240,11240,11240,11240,11180,11180,11180,11240,11240,11240,11240,11240,11240,11180,11240,11240,11240,11240,11240,11240,11240,11240,11180
10150,10150,10150,10150,10150,9700,9700,10150,10150,9700,10150,10150,10150,10150,9700,10150,10150,10150,9700,10150,9700,10150,10150,10150,10150,9700,9700,9700,10150,10150,9700,10150,9700,10150,10150,9700,9700,9700,9700,9700,10150,10150,9700,9700,9700,10150,9700,10150,10150,10150,9700,10150,10150,9700,9700,10150,9700,9700,9700,10150,10150,10150,10150,10150,10150,10150,9700,10150,9700,9700,10150,10150,9700,10150,10150,9700,10150,9700,10150,10150,9700,10150,9700,9700,9700,9700,10150,10150,9700,10150,10150,9700,9700,10150,10150,10150,9700,10150,9700,10150
8640,10210,8640,8640,8640,9080,8640,11610,8640,8640,9410,8640,8640,8640,8640,8640,8640,8640,9830,8640,8640,8640,8640,8640,8640,8640,8640,8640,8640,8640,8640,11630,8640,8640,9120,8640,8640,8640,9880,8640,8640,8640,8640,8640,8640,8640,8640,8640,8640,11130,8640,8850,8640,8640,8640,10110,8640,8640,8640,8640,8640,8640,8640,8640,8640,9070,8640,9420,8640,14000,8640,8640,8640,8640,8640,8640,8640,8640,8640,8640,8640,8640,8640,8640,8640,8640,8700,8640,8640,8640,8640,8640,8640,8640,8640,8640,8640,8640,8640,8640
11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410,11410
11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470,11470
