15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630,15630
23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960,23960
21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100,21100
10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10520,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,11890,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510,10510
13960,13960,13960,14580,14380,14380,13960,14380,13960,13960,14580,14580,13960,14380,13960,13960,13960,13960,13960,13960,14580,14380,14580,14580,14580,13960,13960,14580,13960,16090,13960,13960,13960,13960,14580,14380,13960,13960,13960,13960,13960,13960,13960,14580,13960,13960,13960,16090,13960,14580,14580,13960,13960,13960,14580,13960,13960,13960,13960,13960,14580,13960,13960,13960,14380,13960,14380,14380,13960,13960,13960,14380,14580,13960,13960,13960,13960,13960,13960,13960,13960,13960,14380,14580,13960,13960,14580,13960,13960,13960,13960,13960,13960,14580,14580,13960,13960,14580,14580,14380
23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090,23090
14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070,14070
23320,23320,23510,23510,23510,23510,23510,23320,23320,23510,23510,23510,23320,23510,23320,23320,23510,23320,23320,23510,23510,23510,23510,23510,23510,23510,23510,23510,23510,23320,23510,23320,23510,23510,23510,23510,23510,23510,23510,23510,23510,23510,23320,23510,23510,23510,23510,23510,23510,23510,23510,23510,23510,23510,23510,23320,23510,23510,23320,23320,23510,23510,23320,23320,23510,23510,23320,23510,23320,23510,23510,23510,23320,23510,23510,23510,23510,23510,23510,23320,23510,23320,23510,23510,23510,23510,23510,23320,23510,23510,23320,23510,23510,23320,23320,23510,23320,23320,23510,23510
14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830,14830
13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230,13230
