"Gen","ID","Fitness"
"1066",25,"i 6",11240
"1067",25,"i 7",9700
"1068",25,"i 8",8640
"1069",25,"i 9",11410
"1070",25,"i 10",11470
"1071",25,"i 1",14210
"1072",25,"i 2",10900
"1073",25,"i 3",11840
"1074",25,"i 4",12780
"1075",25,"i 5",11040
"1076",25,"i 6",11240
"1077",25,"i 7",10150
"1078",25,"i 8",11610
"1079",25,"i 9",11410
"1080",25,"i 10",11470
"1081",25,"i 1",14210
"1082",25,"i 2",10900
"1083",25,"i 3",9940
"1084",25,"i 4",12780
"1085",25,"i 5",11110
"1086",25,"i 6",11180
"1087",25,"i 7",10150
"1088",25,"i 8",8640
"1089",25,"i 9",11410
"1090",25,"i 10",11470
"1091",25,"i 1",14210
"1092",25,"i 2",10900
"1093",25,"i 3",9940
"1094",25,"i 4",12780
"1095",25,"i 5",11110
"1096",25,"i 6",11240
"1097",25,"i 7",9700
"1098",25,"i 8",8640
"1099",25,"i 9",11410
"1100",25,"i 10",11470
"1101",25,"i 1",14210
"1102",25,"i 2",10900
"1103",25,"i 3",9940
"1104",25,"i 4",12780
"1105",25,"i 5",11110
"1106",25,"i 6",11240
"1107",25,"i 7",10150
"1108",25,"i 8",9410
"1109",25,"i 9",11410
"1110",25,"i 10",11470
"1111",25,"i 1",14210
"1112",25,"i 2",10900
"1113",25,"i 3",9940
"1114",25,"i 4",12780
"1115",25,"i 5",11110
"1116",25,"i 6",11240
"1117",25,"i 7",10150
"1118",25,"i 8",8640
"1119",25,"i 9",11410
"1120",25,"i 10",11470
"1121",25,"i 1",14210
"1122",25,"i 2",10900
"1123",25,"i 3",10250
"1124",25,"i 4",12780
"1125",25,"i 5",11040
"1126",25,"i 6",11240
"1127",25,"i 7",10150
"1128",25,"i 8",8640
"1129",25,"i 9",11410
"1130",25,"i 10",11470
"1131",25,"i 1",14210
"1132",25,"i 2",10900
"1133",25,"i 3",11840
"1134",25,"i 4",12780
"1135",25,"i 5",11040
"1136",25,"i 6",11240
"1137",25,"i 7",10150
"1138",25,"i 8",8640
"1139",25,"i 9",11410
"1140",25,"i 10",11470
"1141",25,"i 1",14210
"1142",25,"i 2",10900
"1143",25,"i 3",9940
"1144",25,"i 4",12780
"1145",25,"i 5",10110
"1146",25,"i 6",11240
"1147",25,"i 7",9700
"1148",25,"i 8",8640
"1149",25,"i 9",11410
"1150",25,"i 10",11470
"1151",25,"i 1",14210
"1152",25,"i 2",10900
"1153",25,"i 3",11840
"1154",25,"i 4",12780
"1155",25,"i 5",11040
"1156",25,"i 6",11240
"1157",25,"i 7",10150
"1158",25,"i 8",8640
"1159",25,"i 9",11410
"1160",25,"i 10",11470
"1161",25,"i 1",14210
"1162",25,"i 2",10900
"1163",25,"i 3",10250
"1164",25,"i 4",12780
"1165",25,"i 5",11420
"1166",25,"i 6",11240
"1167",25,"i 7",10150
"1168",25,"i 8",8640
"1169",25,"i 9",11410
"1170",25,"i 10",11470
"1171",25,"i 1",14210
"1172",25,"i 2",10900
"1173",25,"i 3",10250
"1174",25,"i 4",12780
"1175",25,"i 5",11110
"1176",25,"i 6",11240
"1177",25,"i 7",10150
"1178",25,"i 8",8640
"1179",25,"i 9",11410
"1180",25,"i 10",11470
"1181",25,"i 1",14210
"1182",25,"i 2",10900
"1183",25,"i 3",11840
"1184",25,"i 4",12780
"1185",25,"i 5",11110
"1186",25,"i 6",11240
"1187",25,"i 7",9700
"1188",25,"i 8",9830
"1189",25,"i 9",11410
"1190",25,"i 10",11470
"1191",25,"i 1",14210
"1192",25,"i 2",10900
"1193",25,"i 3",9940
"1194",25,"i 4",12780
"1195",25,"i 5",11040
"1196",25,"i 6",11240
"1197",25,"i 7",10150
"1198",25,"i 8",8640
"1199",25,"i 9",11410
"1200",25,"i 10",11470
"1201",25,"i 1",14210
"1202",25,"i 2",10900
"1203",25,"i 3",10250
"1204",25,"i 4",12780
"1205",25,"i 5",11110
"1206",25,"i 6",11240
"1207",25,"i 7",9700
"1208",25,"i 8",8640
"1209",25,"i 9",11410
"1210",25,"i 10",11470
"1211",25,"i 1",14210
"1212",25,"i 2",10900
"1213",25,"i 3",11840
"1214",25,"i 4",12780
"1215",25,"i 5",10470
"1216",25,"i 6",11240
"1217",25,"i 7",10150
"1218",25,"i 8",8640
"1219",25,"i 9",11410
"1220",25,"i 10",11470
"1221",25,"i 1",14210
"1222",25,"i 2",10900
"1223",25,"i 3",10250
"1224",25,"i 4",12780
"1225",25,"i 5",11040
"1226",25,"i 6",11240
"1227",25,"i 7",10150
"1228",25,"i 8",8640
"1229",25,"i 9",11410
"1230",25,"i 10",11470
"1231",25,"i 1",14210
"1232",25,"i 2",10900
"1233",25,"i 3",11840
"1234",25,"i 4",12780
"1235",25,"i 5",11040
"1236",25,"i 6",11180
"1237",25,"i 7",10150
"1238",25,"i 8",8640
"1239",25,"i 9",11410
"1240",25,"i 10",11470
"1241",25,"i 1",14210
"1242",25,"i 2",10900
"1243",25,"i 3",11840
"1244",25,"i 4",12780
"1245",25,"i 5",10470
"1246",25,"i 6",11240
"1247",25,"i 7",10150
"1248",25,"i 8",8640
"1249",25,"i 9",11410
"1250",25,"i 10",11470
"1251",25,"i 1",14210
"1252",25,"i 2",10900
"1253",25,"i 3",10250
"1254",25,"i 4",12780
"1255",25,"i 5",11040
"1256",25,"i 6",11240
"1257",25,"i 7",9700
"1258",25,"i 8",8640
"1259",25,"i 9",11410
"1260",25,"i 10",11470
"1261",25,"i 1",14210
"1262",25,"i 2",10900
"1263",25,"i 3",10250
"1264",25,"i 4",12780
"1265",25,"i 5",11110
"1266",25,"i 6",11240
"1267",25,"i 7",9700
"1268",25,"i 8",8640
"1269",25,"i 9",11410
"1270",25,"i 10",11470
"1271",25,"i 1",14210
"1272",25,"i 2",10900
"1273",25,"i 3",9940
"1274",25,"i 4",12780
"1275",25,"i 5",11420
"1276",25,"i 6",11240
"1277",25,"i 7",9700
"1278",25,"i 8",8640
"1279",25,"i 9",11410
"1280",25,"i 10",11470
"1281",25,"i 1",14210
"1282",25,"i 2",10900
"1283",25,"i 3",11840
"1284",25,"i 4",12780
"1285",25,"i 5",11040
"1286",25,"i 6",11180
"1287",25,"i 7",10150
"1288",25,"i 8",8640
"1289",25,"i 9",11410
"1290",25,"i 10",11470
"1291",25,"i 1",14210
"1292",25,"i 2",10900
"1293",25,"i 3",10250
"1294",25,"i 4",12780
"1295",25,"i 5",11110
"1296",25,"i 6",11240
"1297",25,"i 7",10150
"1298",25,"i 8",8640
"1299",25,"i 9",11410
"1300",25,"i 10",11470
"1301",25,"i 1",14210
"1302",25,"i 2",10900
"1303",25,"i 3",10250
"1304",25,"i 4",12780
"1305",25,"i 5",11040
"1306",25,"i 6",11240
"1307",25,"i 7",9700
"1308",25,"i 8",8640
"1309",25,"i 9",11410
"1310",25,"i 10",11470
"1311",25,"i 1",14210
"1312",25,"i 2",10900
"1313",25,"i 3",9940
"1314",25,"i 4",12780
"1315",25,"i 5",11110
"1316",25,"i 6",11240
"1317",25,"i 7",10150
"1318",25,"i 8",11630
"1319",25,"i 9",11410
"1320",25,"i 10",11470
"1321",25,"i 1",14210
"1322",25,"i 2",10900
"1323",25,"i 3",9940
"1324",25,"i 4",12780
"1325",25,"i 5",11110
"1326",25,"i 6",11180
"1327",25,"i 7",9700
"1328",25,"i 8",8640
"1329",25,"i 9",11410
"1330",25,"i 10",11470
"1331",25,"i 1",14210
"1332",25,"i 2",10900
"1333",25,"i 3",11840
"1334",25,"i 4",12780
"1335",25,"i 5",11040
"1336",25,"i 6",11180
"1337",25,"i 7",10150
"1338",25,"i 8",8640
"1339",25,"i 9",11410
"1340",25,"i 10",11470
"1341",25,"i 1",14210
"1342",25,"i 2",10900
"1343",25,"i 3",10250
"1344",25,"i 4",12780
"1345",25,"i 5",11040
"1346",25,"i 6",11240
"1347",25,"i 7",10150
"1348",25,"i 8",9120
"1349",25,"i 9",11410
"1350",25,"i 10",11470
"1351",25,"i 1",14210
"1352",25,"i 2",10900
"1353",25,"i 3",10250
"1354",25,"i 4",12780
"1355",25,"i 5",11110
"1356",25,"i 6",11240
"1357",25,"i 7",9700
"1358",25,"i 8",8640
"1359",25,"i 9",11410
"1360",25,"i 10",11470
"1361",25,"i 1",14210
"1362",25,"i 2",10900
"1363",25,"i 3",9940
"1364",25,"i 4",12780
"1365",25,"i 5",11110
"1366",25,"i 6",11240
"1367",25,"i 7",9700
"1368",25,"i 8",8640
"1369",25,"i 9",11410
"1370",25,"i 10",11470
"1371",25,"i 1",14210
"1372",25,"i 2",10900
"1373",25,"i 3",9940
"1374",25,"i 4",12780
"1375",25,"i 5",10110
"1376",25,"i 6",11240
"1377",25,"i 7",9700
"1378",25,"i 8",8640
"1379",25,"i 9",11410
"1380",25,"i 10",11470
"1381",25,"i 1",14210
"1382",25,"i 2",10900
"1383",25,"i 3",9940
"1384",25,"i 4",12780
"1385",25,"i 5",11110
"1386",25,"i 6",11240
"1387",25,"i 7",9700
"1388",25,"i 8",9880
"1389",25,"i 9",11410
"1390",25,"i 10",11470
"1391",25,"i 1",14210
"1392",25,"i 2",10900
"1393",25,"i 3",10250
"1394",25,"i 4",12780
"1395",25,"i 5",11110
"1396",25,"i 6",11240
"1397",25,"i 7",9700
"1398",25,"i 8",8640
"1399",25,"i 9",11410
"1400",25,"i 10",11470
"1401",25,"i 1",14210
"1402",25,"i 2",10900
"1403",25,"i 3",9940
"1404",25,"i 4",12780
"1405",25,"i 5",11040
"1406",25,"i 6",11240
"1407",25,"i 7",10150
"1408",25,"i 8",8640
"1409",25,"i 9",11410
"1410",25,"i 10",11470
"1411",25,"i 1",14210
"1412",25,"i 2",10900
"1413",25,"i 3",11840
"1414",25,"i 4",12780
"1415",25,"i 5",10470
"1416",25,"i 6",11240
"1417",25,"i 7",10150
"1418",25,"i 8",8640
"1419",25,"i 9",11410
"1420",25,"i 10",11470
"1421",25,"i 1",14210
"1422",25,"i 2",10900
"1423",25,"i 3",9940
"1424",25,"i 4",12780
"1425",25,"i 5",11420
"1426",25,"i 6",11180
"1427",25,"i 7",9700
"1428",25,"i 8",8640
"1429",25,"i 9",11410
"1430",25,"i 10",11470
"1431",25,"i 1",14210
"1432",25,"i 2",10900
"1433",25,"i 3",9940
"1434",25,"i 4",12780
"1435",25,"i 5",11110
"1436",25,"i 6",11240
"1437",25,"i 7",9700
"1438",25,"i 8",8640
"1439",25,"i 9",11410
"1440",25,"i 10",11470
"1441",25,"i 1",14210
"1442",25,"i 2",10900
"1443",25,"i 3",11840
"1444",25,"i 4",12780
"1445",25,"i 5",10110
"1446",25,"i 6",11240
"1447",25,"i 7",9700
"1448",25,"i 8",8640
"1449",25,"i 9",11410
"1450",25,"i 10",11470
"1451",25,"i 1",14210
"1452",25,"i 2",10900
"1453",25,"i 3",9940
"1454",25,"i 4",12780
"1455",25,"i 5",11040
"1456",25,"i 6",11240
"1457",25,"i 7",10150
"1458",25,"i 8",8640
"1459",25,"i 9",11410
"1460",25,"i 10",11470
"1461",25,"i 1",14210
"1462",25,"i 2",10900
"1463",25,"i 3",11840
"1464",25,"i 4",12780
"1465",25,"i 5",11110
"1466",25,"i 6",11180
"1467",25,"i 7",9700
"1468",25,"i 8",8640
"1469",25,"i 9",11410
"1470",25,"i 10",11470
"1471",25,"i 1",14210
"1472",25,"i 2",10900
"1473",25,"i 3",10250
"1474",25,"i 4",12780
"1475",25,"i 5",11110
"1476",25,"i 6",11240
"1477",25,"i 7",10150
"1478",25,"i 8",8640
"1479",25,"i 9",11410
"1480",25,"i 10",11470
"1481",25,"i 1",14210
"1482",25,"i 2",10900
"1483",25,"i 3",11840
"1484",25,"i 4",12780
"1485",25,"i 5",11110
"1486",25,"i 6",11240
"1487",25,"i 7",10150
"1488",25,"i 8",8640
"1489",25,"i 9",11410
"1490",25,"i 10",11470
"1491",25,"i 1",14210
"1492",25,"i 2",10900
"1493",25,"i 3",11840
"1494",25,"i 4",12780
"1495",25,"i 5",11420
"1496",25,"i 6",11240
"1497",25,"i 7",10150
"1498",25,"i 8",11130
"1499",25,"i 9",11410
"1500",25,"i 10",11470
"1501",25,"i 1",14210
"1502",25,"i 2",10900
"1503",25,"i 3",10250
"1504",25,"i 4",12780
"1505",25,"i 5",10110
"1506",25,"i 6",11180
"1507",25,"i 7",9700
"1508",25,"i 8",8640
"1509",25,"i 9",11410
"1510",25,"i 10",11470
"1511",25,"i 1",14210
"1512",25,"i 2",10900
"1513",25,"i 3",9940
"1514",25,"i 4",12780
"1515",25,"i 5",10110
"1516",25,"i 6",11240
"1517",25,"i 7",10150
"1518",25,"i 8",8850
"1519",25,"i 9",11410
"1520",25,"i 10",11470
"1521",25,"i 1",14210
"1522",25,"i 2",10900
"1523",25,"i 3",11840
"1524",25,"i 4",12780
"1525",25,"i 5",11110
"1526",25,"i 6",11240
"1527",25,"i 7",10150
"1528",25,"i 8",8640
"1529",25,"i 9",11410
"1530",25,"i 10",11470
"1531",25,"i 1",14210
"1532",25,"i 2",10900
"1533",25,"i 3",9940
"1534",25,"i 4",12780
"1535",25,"i 5",11040
"1536",25,"i 6",11240
"1537",25,"i 7",9700
"1538",25,"i 8",8640
"1539",25,"i 9",11410
"1540",25,"i 10",11470
"1541",25,"i 1",14210
"1542",25,"i 2",10900
"1543",25,"i 3",9940
"1544",25,"i 4",12780
"1545",25,"i 5",10110
"1546",25,"i 6",11240
"1547",25,"i 7",9700
"1548",25,"i 8",8640
"1549",25,"i 9",11410
"1550",25,"i 10",11470
"1551",25,"i 1",14210
"1552",25,"i 2",10900
"1553",25,"i 3",9940
"1554",25,"i 4",12780
"1555",25,"i 5",11110
"1556",25,"i 6",11240
"1557",25,"i 7",10150
"1558",25,"i 8",10110
"1559",25,"i 9",11410
"1560",25,"i 10",11470
"1561",25,"i 1",14210
"1562",25,"i 2",10900
"1563",25,"i 3",9940
"1564",25,"i 4",12780
"1565",25,"i 5",11110
"1566",25,"i 6",11240
"1567",25,"i 7",9700
"1568",25,"i 8",8640
"1569",25,"i 9",11410
"1570",25,"i 10",11470
"1571",25,"i 1",14210
"1572",25,"i 2",10900
"1573",25,"i 3",9940
"1574",25,"i 4",12780
"1575",25,"i 5",11420
"1576",25,"i 6",11240
"1577",25,"i 7",9700
"1578",25,"i 8",8640
"1579",25,"i 9",11410
"1580",25,"i 10",11470
"1581",25,"i 1",14210
"1582",25,"i 2",10900
"1583",25,"i 3",11840
"1584",25,"i 4",12780
"1585",25,"i 5",11420
"1586",25,"i 6",11180
"1587",25,"i 7",9700
"1588",25,"i 8",8640
"1589",25,"i 9",11410
"1590",25,"i 10",11470
"1591",25,"i 1",14210
"1592",25,"i 2",10900
"1593",25,"i 3",10250
"1594",25,"i 4",12780
"1595",25,"i 5",10470
"1596",25,"i 6",11240
"1597",25,"i 7",10150
"1598",25,"i 8",8640
"1599",25,"i 9",11410
"1600",25,"i 10",11470
"1601",25,"i 1",14210
"1602",25,"i 2",10900
"1603",25,"i 3",11840
"1604",25,"i 4",12780
"1605",25,"i 5",10470
"1606",25,"i 6",11180
"1607",25,"i 7",10150
"1608",25,"i 8",8640
"1609",25,"i 9",11410
"1610",25,"i 10",11470
"1611",25,"i 1",14210
"1612",25,"i 2",10900
"1613",25,"i 3",9940
"1614",25,"i 4",12780
"1615",25,"i 5",11110
"1616",25,"i 6",11180
"1617",25,"i 7",10150
"1618",25,"i 8",8640
"1619",25,"i 9",11410
"1620",25,"i 10",11470
"1621",25,"i 1",14210
"1622",25,"i 2",10900
"1623",25,"i 3",9940
"1624",25,"i 4",12780
"1625",25,"i 5",10110
"1626",25,"i 6",11180
"1627",25,"i 7",10150
"1628",25,"i 8",8640
"1629",25,"i 9",11410
"1630",25,"i 10",11470
"1631",25,"i 1",14210
"1632",25,"i 2",10900
"1633",25,"i 3",9940
"1634",25,"i 4",12780
"1635",25,"i 5",10470
"1636",25,"i 6",11180
"1637",25,"i 7",10150
"1638",25,"i 8",8640
"1639",25,"i 9",11410
"1640",25,"i 10",11470
"1641",25,"i 1",14210
"1642",25,"i 2",10900
"1643",25,"i 3",9940
"1644",25,"i 4",12780
"1645",25,"i 5",10110
"1646",25,"i 6",11240
"1647",25,"i 7",10150
"1648",25,"i 8",8640
"1649",25,"i 9",11410
"1650",25,"i 10",11470
"1651",25,"i 1",14210
"1652",25,"i 2",10900
"1653",25,"i 3",9940
"1654",25,"i 4",12780
"1655",25,"i 5",11110
"1656",25,"i 6",11240
"1657",25,"i 7",10150
"1658",25,"i 8",9070
"1659",25,"i 9",11410
"1660",25,"i 10",11470
"1661",25,"i 1",14210
"1662",25,"i 2",10900
"1663",25,"i 3",10250
"1664",25,"i 4",12780
"1665",25,"i 5",10470
"1666",25,"i 6",11240
"1667",25,"i 7",9700
"1668",25,"i 8",8640
"1669",25,"i 9",11410
"1670",25,"i 10",11470
"1671",25,"i 1",14210
"1672",25,"i 2",10900
"1673",25,"i 3",9940
"1674",25,"i 4",12780
"1675",25,"i 5",11040
"1676",25,"i 6",11240
"1677",25,"i 7",10150
"1678",25,"i 8",9420
"1679",25,"i 9",11410
"1680",25,"i 10",11470
"1681",25,"i 1",14210
"1682",25,"i 2",10900
"1683",25,"i 3",11600
"1684",25,"i 4",12780
"1685",25,"i 5",10470
"1686",25,"i 6",11180
"1687",25,"i 7",9700
"1688",25,"i 8",8640
"1689",25,"i 9",11410
"1690",25,"i 10",11470
"1691",25,"i 1",14210
"1692",25,"i 2",10900
"1693",25,"i 3",9940
"1694",25,"i 4",12780
"1695",25,"i 5",11040
"1696",25,"i 6",11240
"1697",25,"i 7",9700
"1698",25,"i 8",14000
"1699",25,"i 9",11410
"1700",25,"i 10",11470
"1701",25,"i 1",14210
"1702",25,"i 2",10900
"1703",25,"i 3",10250
"1704",25,"i 4",12780
"1705",25,"i 5",11110
"1706",25,"i 6",11180
"1707",25,"i 7",10150
"1708",25,"i 8",8640
"1709",25,"i 9",11410
"1710",25,"i 10",11470
"1711",25,"i 1",14210
"1712",25,"i 2",10900
"1713",25,"i 3",11840
"1714",25,"i 4",12780
"1715",25,"i 5",11110
"1716",25,"i 6",11240
"1717",25,"i 7",10150
"1718",25,"i 8",8640
"1719",25,"i 9",11410
"1720",25,"i 10",11470
"1721",25,"i 1",14210
"1722",25,"i 2",10900
"1723",25,"i 3",11840
"1724",25,"i 4",12780
"1725",25,"i 5",11110
"1726",25,"i 6",11180
"1727",25,"i 7",9700
"1728",25,"i 8",8640
"1729",25,"i 9",11410
"1730",25,"i 10",11470
"1731",25,"i 1",14210
"1732",25,"i 2",11260
"1733",25,"i 3",10330
"1734",25,"i 4",12780
"1735",25,"i 5",11040
"1736",25,"i 6",11240
"1737",25,"i 7",10150
"1738",25,"i 8",8640
"1739",25,"i 9",11410
"1740",25,"i 10",11470
"1741",25,"i 1",14210
"1742",25,"i 2",10900
"1743",25,"i 3",10250
"1744",25,"i 4",12780
"1745",25,"i 5",11420
"1746",25,"i 6",11240
"1747",25,"i 7",10150
"1748",25,"i 8",8640
"1749",25,"i 9",11410
"1750",25,"i 10",11470
"1751",25,"i 1",14210
"1752",25,"i 2",10900
"1753",25,"i 3",10250
"1754",25,"i 4",12780
"1755",25,"i 5",11040
"1756",25,"i 6",11240
"1757",25,"i 7",9700
"1758",25,"i 8",8640
"1759",25,"i 9",11410
"1760",25,"i 10",11470
"1761",25,"i 1",14210
"1762",25,"i 2",10900
"1763",25,"i 3",9940
"1764",25,"i 4",12780
"1765",25,"i 5",11420
"1766",25,"i 6",11240
"1767",25,"i 7",10150
"1768",25,"i 8",8640
"1769",25,"i 9",11410
"1770",25,"i 10",11470
"1771",25,"i 1",14210
"1772",25,"i 2",10900
"1773",25,"i 3",9940
"1774",25,"i 4",12780
"1775",25,"i 5",11110
"1776",25,"i 6",11240
"1777",25,"i 7",9700
"1778",25,"i 8",8640
"1779",25,"i 9",11410
"1780",25,"i 10",11470
"1781",25,"i 1",14210
"1782",25,"i 2",10900
"1783",25,"i 3",9940
"1784",25,"i 4",12780
"1785",25,"i 5",11040
"1786",25,"i 6",11240
"1787",25,"i 7",10150
"1788",25,"i 8",8640
"1789",25,"i 9",11410
"1790",25,"i 10",11470
"1791",25,"i 1",14210
"1792",25,"i 2",10900
"1793",25,"i 3",9940
"1794",25,"i 4",12780
"1795",25,"i 5",11110
"1796",25,"i 6",11240
"1797",25,"i 7",10150
"1798",25,"i 8",8640
"1799",25,"i 9",11410
"1800",25,"i 10",11470
"1801",25,"i 1",14210
"1802",25,"i 2",10900
"1803",25,"i 3",11840
"1804",25,"i 4",12780
"1805",25,"i 5",11420
"1806",25,"i 6",11240
"1807",25,"i 7",9700
"1808",25,"i 8",8640
"1809",25,"i 9",11410
"1810",25,"i 10",11470
"1811",25,"i 1",14210
"1812",25,"i 2",10900
"1813",25,"i 3",9940
"1814",25,"i 4",12780
"1815",25,"i 5",10470
"1816",25,"i 6",11180
"1817",25,"i 7",10150
"1818",25,"i 8",8640
"1819",25,"i 9",11410
"1820",25,"i 10",11470
"1821",25,"i 1",14210
"1822",25,"i 2",10900
"1823",25,"i 3",9940
"1824",25,"i 4",12780
"1825",25,"i 5",10110
"1826",25,"i 6",11180
"1827",25,"i 7",9700
"1828",25,"i 8",8640
"1829",25,"i 9",11410
"1830",25,"i 10",11470
"1831",25,"i 1",14210
"1832",25,"i 2",10900
"1833",25,"i 3",9940
"1834",25,"i 4",12780
"1835",25,"i 5",11040
"1836",25,"i 6",11180
"1837",25,"i 7",9700
"1838",25,"i 8",8640
"1839",25,"i 9",11410
"1840",25,"i 10",11470
"1841",25,"i 1",14210
"1842",25,"i 2",10900
"1843",25,"i 3",9940
"1844",25,"i 4",12780
"1845",25,"i 5",10470
"1846",25,"i 6",11240
"1847",25,"i 7",9700
"1848",25,"i 8",8640
"1849",25,"i 9",11410
"1850",25,"i 10",11470
"1851",25,"i 1",14210
"1852",25,"i 2",10900
"1853",25,"i 3",9940
"1854",25,"i 4",12780
"1855",25,"i 5",11420
"1856",25,"i 6",11240
"1857",25,"i 7",9700
"1858",25,"i 8",8640
"1859",25,"i 9",11410
"1860",25,"i 10",11470
"1861",25,"i 1",14210
"1862",25,"i 2",10900
"1863",25,"i 3",10250
"1864",25,"i 4",12780
"1865",25,"i 5",11110
"1866",25,"i 6",11240
"1867",25,"i 7",10150
"1868",25,"i 8",8700
"1869",25,"i 9",11410
"1870",25,"i 10",11470
"1871",25,"i 1",14210
"1872",25,"i 2",10900
"1873",25,"i 3",10250
"1874",25,"i 4",12780
"1875",25,"i 5",10470
"1876",25,"i 6",11240
"1877",25,"i 7",10150
"1878",25,"i 8",8640
"1879",25,"i 9",11410
"1880",25,"i 10",11470
"1881",25,"i 1",14210
"1882",25,"i 2",10900
"1883",25,"i 3",10250
"1884",25,"i 4",12780
"1885",25,"i 5",11110
"1886",25,"i 6",11240
"1887",25,"i 7",9700
"1888",25,"i 8",8640
"1889",25,"i 9",11410
"1890",25,"i 10",11470
"1891",25,"i 1",14210
"1892",25,"i 2",10900
"1893",25,"i 3",10250
"1894",25,"i 4",12780
"1895",25,"i 5",11420
"1896",25,"i 6",11240
"1897",25,"i 7",10150
"1898",25,"i 8",8640
"1899",25,"i 9",11410
"1900",25,"i 10",11470
"1901",25,"i 1",14210
"1902",25,"i 2",10900
"1903",25,"i 3",10250
"1904",25,"i 4",12780
"1905",25,"i 5",10470
"1906",25,"i 6",11180
"1907",25,"i 7",10150
"1908",25,"i 8",8640
"1909",25,"i 9",11410
"1910",25,"i 10",11470
"1911",25,"i 1",14210
"1912",25,"i 2",10900
"1913",25,"i 3",11840
"1914",25,"i 4",12780
"1915",25,"i 5",10110
"1916",25,"i 6",11240
"1917",25,"i 7",9700
"1918",25,"i 8",8640
"1919",25,"i 9",11410
"1920",25,"i 10",11470
"1921",25,"i 1",14210
"1922",25,"i 2",10900
"1923",25,"i 3",10250
"1924",25,"i 4",12780
"1925",25,"i 5",10470
"1926",25,"i 6",11240
"1927",25,"i 7",9700
"1928",25,"i 8",8640
"1929",25,"i 9",11410
"1930",25,"i 10",11470
"1931",25,"i 1",14210
"1932",25,"i 2",10900
"1933",25,"i 3",9940
"1934",25,"i 4",12780
"1935",25,"i 5",11110
"1936",25,"i 6",11240
"1937",25,"i 7",10150
"1938",25,"i 8",8640
"1939",25,"i 9",11410
"1940",25,"i 10",11470
"1941",25,"i 1",14210
"1942",25,"i 2",10900
"1943",25,"i 3",10250
"1944",25,"i 4",12780
"1945",25,"i 5",10110
"1946",25,"i 6",11240
"1947",25,"i 7",10150
"1948",25,"i 8",8640
"1949",25,"i 9",11410
"1950",25,"i 10",11470
"1951",25,"i 1",14210
"1952",25,"i 2",10900
"1953",25,"i 3",9940
"1954",25,"i 4",12780
"1955",25,"i 5",11040
"1956",25,"i 6",11240
"1957",25,"i 7",10150
"1958",25,"i 8",8640
"1959",25,"i 9",11410
"1960",25,"i 10",11470
"1961",25,"i 1",14210
"1962",25,"i 2",10900
"1963",25,"i 3",9940
"1964",25,"i 4",12780
"1965",25,"i 5",11110
"1966",25,"i 6",11240
"1967",25,"i 7",9700
"1968",25,"i 8",8640
"1969",25,"i 9",11410
"1970",25,"i 10",11470
"1971",25,"i 1",14210
"1972",25,"i 2",10900
"1973",25,"i 3",9940
"1974",25,"i 4",12780
"1975",25,"i 5",11110
"1976",25,"i 6",11240
"1977",25,"i 7",10150
"1978",25,"i 8",8640
"1979",25,"i 9",11410
"1980",25,"i 10",11470
"1981",25,"i 1",14210
"1982",25,"i 2",10900
"1983",25,"i 3",10250
"1984",25,"i 4",12780
"1985",25,"i 5",11110
"1986",25,"i 6",11240
"1987",25,"i 7",9700
"1988",25,"i 8",8640
"1989",25,"i 9",11410
"1990",25,"i 10",11470
"1991",25,"i 1",14210
"1992",25,"i 2",10900
"1993",25,"i 3",9940
"1994",25,"i 4",12780
"1995",25,"i 5",11420
"1996",25,"i 6",11180
"1997",25,"i 7",10150
"1998",25,"i 8",8640
"1999",25,"i 9",11410
"2000",25,"i 10",11470
"2001",50,"i 1",8490
"2002",50,"i 2",8540
"2003",50,"i 3",8910
"2004",50,"i 4",9110
"2005",50,"i 5",9340
"2006",50,"i 6",8490
"2007",50,"i 7",8580
"2008",50,"i 8",8550
"2009",50,"i 9",8540
"2010",50,"i 10",8490
"2011",50,"i 1",8490
"2012",50,"i 2",8540
"2013",50,"i 3",8910
"2014",50,"i 4",9110
"2015",50,"i 5",9340
"2016",50,"i 6",8490
"2017",50,"i 7",8580
"2018",50,"i 8",8490
"2019",50,"i 9",8540
"2020",50,"i 10",8490
"2021",50,"i 1",8490
"2022",50,"i 2",8540
"2023",50,"i 3",8910
"2024",50,"i 4",9110
"2025",50,"i 5",9340
"2026",50,"i 6",8490
"2027",50,"i 7",8580
"2028",50,"i 8",8490
"2029",50,"i 9",8770
"2030",50,"i 10",10500
"2031",50,"i 1",8490
"2032",50,"i 2",8540
"2033",50,"i 3",8910
"2034",50,"i 4",9110
"2035",50,"i 5",9340
"2036",50,"i 6",8490
"2037",50,"i 7",8580
"2038",50,"i 8",8490
"2039",50,"i 9",8540
"2040",50,"i 10",8490
"2041",50,"i 1",8490
"2042",50,"i 2",8540
"2043",50,"i 3",8910
"2044",50,"i 4",9110
"2045",50,"i 5",9340
"2046",50,"i 6",9310
"2047",50,"i 7",8580
"2048",50,"i 8",8490
"2049",50,"i 9",8540
"2050",50,"i 10",8490
"2051",50,"i 1",8490
"2052",50,"i 2",9070
"2053",50,"i 3",8910
"2054",50,"i 4",9110
"2055",50,"i 5",9340
"2056",50,"i 6",8490
"2057",50,"i 7",12000
"2058",50,"i 8",9340
"2059",50,"i 9",8540
"2060",50,"i 10",8490
"2061",50,"i 1",8490
"2062",50,"i 2",8540
"2063",50,"i 3",8910
"2064",50,"i 4",9110
